Petition,URL,State,Signatures Count
Cancel fee of international students until Covid-19,https://petition.parliament.uk/petitions/314906,rejected,10
Future Coronavirus Testing at all UK borders to prevent imported cases,https://petition.parliament.uk/petitions/314907,rejected,6
Allow post-study-work visa for students completing in September 2020,https://petition.parliament.uk/petitions/314910,rejected,10
Make every one wear a mask,https://petition.parliament.uk/petitions/314915,rejected,6
"Create a new standards body, similar to Ofgem etc, to regulate courier services",https://petition.parliament.uk/petitions/314916,open,8
Give workers of the NHS a rise in pay,https://petition.parliament.uk/petitions/314918,rejected,7
Commission a Covid 19 Medal and Certificate of National Recognition,https://petition.parliament.uk/petitions/314921,rejected,6
"Stop the extra £10,000 being given to MPs as an extra work from home grant.",https://petition.parliament.uk/petitions/314923,rejected,21
I would like to request a national monument with all victims of Covid19 honoured,https://petition.parliament.uk/petitions/314931,rejected,10
Start rolling out Covid-19 test via local authorities,https://petition.parliament.uk/petitions/314933,rejected,6
Debate a day to remember the NHS during the Covid 19 pandemic.,https://petition.parliament.uk/petitions/314934,rejected,8
"Award honours to key workers next year, including posthumous honours",https://petition.parliament.uk/petitions/314935,rejected,7
Pay all NHS frontline nurse bank staff full sick pay when self isolating.,https://petition.parliament.uk/petitions/314937,rejected,11
"Increase frontline workers wages by £10,000 to match MP’s extra expenses",https://petition.parliament.uk/petitions/314939,rejected,15
"Bring in a Significant Increase in  Salaries of all Doctors, Nurses, physios etc",https://petition.parliament.uk/petitions/314940,rejected,11
Cancel all university assessments and exams due to strikes and Covid-19.,https://petition.parliament.uk/petitions/314941,rejected,14
"Give a special bonus to coronavirus heroes such as NHS staff, TFL drivers etc.",https://petition.parliament.uk/petitions/314942,rejected,9
"Reverse the decision to allow MPs to claim an additional £10,000 expenses.",https://petition.parliament.uk/petitions/314943,rejected,6
"MPs should refuse the £10,000 increase in expenses due to Covid-19.",https://petition.parliament.uk/petitions/314946,rejected,21
Provide financial support to the Student letting sector,https://petition.parliament.uk/petitions/314948,open,39
"Increase NHS staff pay and pay a bonus, they put their lives on the line for us.",https://petition.parliament.uk/petitions/314951,rejected,11
Bring back British Citizens who are stuck in all parts of the world to UK.,https://petition.parliament.uk/petitions/314952,rejected,21
Reduce working time and travelling after lockdown,https://petition.parliament.uk/petitions/314953,rejected,10
Petition that frontline NHS and Careworkers also get 10k bonus in line with Mps,https://petition.parliament.uk/petitions/314955,rejected,21
Repeal £10k expenses increase for MPs working at home due to COVID-19,https://petition.parliament.uk/petitions/314956,rejected,21
Make NHS front line workers & care industry staff exempt from paying income tax,https://petition.parliament.uk/petitions/314957,rejected,10
Award a Corona Virus Defence Medal to NHS Staff and Key Workers,https://petition.parliament.uk/petitions/314962,rejected,6
Stop all passenger traffic coming into the UK until vaccine for Covid19 is found,https://petition.parliament.uk/petitions/314963,rejected,7
Ben Everitt mp to donate 10k bonus to MK general for nurse PPE supplies.,https://petition.parliament.uk/petitions/314964,rejected,8
Increase minimum wage for key workers and ban zero hours contracts,https://petition.parliament.uk/petitions/314965,open,25
"STOP MPs from claiming £10,000 for working at home during Coronavirus pandemic.",https://petition.parliament.uk/petitions/314966,rejected,21
I would like you to consider talking about giving a tax break to all key workers,https://petition.parliament.uk/petitions/314967,rejected,11
Include animal charities in emergency funding due to the coronavirus pandemic.,https://petition.parliament.uk/petitions/314968,open,8985
introduce a medal for all NHS & Key Workers involved in the Covid-19 crisis,https://petition.parliament.uk/petitions/314969,rejected,21
Include less then 1year self employed workers on COVID-19 Income Support Scheme,https://petition.parliament.uk/petitions/314970,rejected,6
"Awards all NHS worker, front line emergency services a QSM for Covid19 Response",https://petition.parliament.uk/petitions/314972,rejected,12
Use the army to force a hard UK lockdown,https://petition.parliament.uk/petitions/314973,rejected,18
"£10,000 expenses for MPs to work from home- STOP THIS.",https://petition.parliament.uk/petitions/314974,rejected,21
MPs shouldnt be given £10k extra to help them work from home during Coronavirus.,https://petition.parliament.uk/petitions/314975,rejected,21
"Stop £10,000 office allowance for MPs and give the money to food banks instead.",https://petition.parliament.uk/petitions/314978,rejected,14
Change the NHS complaints process to reduce clinical and administration time.,https://petition.parliament.uk/petitions/314981,rejected,8
Date of last Thursday clap for the keyworkers and NHS a bank holiday In UK,https://petition.parliament.uk/petitions/314984,rejected,11
Provide a replacement Easter Bank Holiday Weekend,https://petition.parliament.uk/petitions/314986,rejected,9
Pressure Israel to release Palestinian prisoners who are vulnerable to COVID-19,https://petition.parliament.uk/petitions/314992,open,105
Requisition capacity from the defence sector to produce medical equipment.,https://petition.parliament.uk/petitions/314993,open,22
Cancel rent payments,https://petition.parliament.uk/petitions/314995,rejected,21
Make the wearing of face masks in public places compulsory during COVID-19,https://petition.parliament.uk/petitions/314996,rejected,14
"Stop MP's £10k extra expense claims for working at home during Covid-19,",https://petition.parliament.uk/petitions/314999,rejected,21
Give NHS key workers and Nurses a decent pay rise,https://petition.parliament.uk/petitions/315002,rejected,13
Stop extra working at home expenses for MPs owing to COVID 19,https://petition.parliament.uk/petitions/315006,rejected,10
Give a medal for all NHS workers who served through the Coronavirus Epidemic.,https://petition.parliament.uk/petitions/315007,rejected,21
"Overturn the £10,000 work from home allowance for MPs during the Covid crisi",https://petition.parliament.uk/petitions/315012,rejected,21
Petition to stop MP's receiving a pay rise and the 10k in expenses.,https://petition.parliament.uk/petitions/315015,rejected,21
A medal for recognition of amazing work the NHS has been providing for covid 19,https://petition.parliament.uk/petitions/315017,rejected,21
An Extra Year of Education,https://petition.parliament.uk/petitions/315018,rejected,7
"Send more repatriation flights to the Punjab, India",https://petition.parliament.uk/petitions/315020,rejected,21
Strike a medal to be presented to all current NHS staff in gratitude.,https://petition.parliament.uk/petitions/315021,rejected,21
"Tax exemption for 3-6 months, for all NHS staff during the COVID -19 pandemic",https://petition.parliament.uk/petitions/315022,rejected,8
"Block MPs from accessing £10,000 in expenses to work from home.",https://petition.parliament.uk/petitions/315023,rejected,21
PUT US ON FULL LOCKDOWN,https://petition.parliament.uk/petitions/315025,rejected,6
public holiday after social isolation has finished & we won the war covid-19,https://petition.parliament.uk/petitions/315027,rejected,8
"NOT pay parliamentarians £10,000 as an additional expense for working from home",https://petition.parliament.uk/petitions/315028,rejected,20
Give all NHS workers a medal and recognition for their work during Covid-19,https://petition.parliament.uk/petitions/315029,rejected,16
Those having to work during covid-19 should not be subject to tax increases,https://petition.parliament.uk/petitions/315030,open,125
Create a UK National Memorial for those who have sadly passed during Covid-19.,https://petition.parliament.uk/petitions/315034,rejected,11
The empty Trafalgar Square plinth to have a permanent statue dedicated to NHS,https://petition.parliament.uk/petitions/315035,rejected,6
Pay Frontline NHS Nurses & Doctors more from now & at least until COVID settles.,https://petition.parliament.uk/petitions/315036,rejected,6
Award frontline key workers of the Coronavirus a medal of distinction,https://petition.parliament.uk/petitions/315037,rejected,17
Oblige airlines to respect a consumer right to refund,https://petition.parliament.uk/petitions/315039,rejected,16
Give cash grants to businesses over 51k rateable value,https://petition.parliament.uk/petitions/315044,rejected,9
Make the Government give more answers to the content within the Coronavirus bill,https://petition.parliament.uk/petitions/315048,rejected,11
